date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:09:25	56006/56006	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-dac6%22	http://savvy.themedelight.com/assets/fonts/fontawesome-webfont.eot?v=4.2.0	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/fontawesome-webfont78ce.eot	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:30	287007/287007	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Mar%202015%2014:37:15%20GMT	http://savvy.themedelight.com/assets/fonts/fontawesome-webfont.svg?v=4.2.0	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/fontawesome-webfont78ce.svg	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:31	56006/56006	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-dac6%22	http://savvy.themedelight.com/assets/fonts/fontawesome-webfont.eot?	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/fontawesome-webfontd41d.eot	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:32	65452/65452	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-ffac%22	http://savvy.themedelight.com/assets/fonts/fontawesome-webfont.woff?v=4.2.0	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/fontawesome-webfont78ce.woff	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:35	112160/112160	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-1b620%22	http://savvy.themedelight.com/assets/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/fontawesome-webfont78ce.ttf	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:45	106548/106548	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-1a034%22	http://savvy.themedelight.com/assets/fonts/icomoon.eot?	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/icomoond41d.eot	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:57	106548/106548	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-1a034%22	http://savvy.themedelight.com/assets/fonts/icomoon.eot?-43aca4	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/icomoone836.eot	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:59	106384/106384	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-19f90%22	http://savvy.themedelight.com/assets/fonts/icomoon.ttf?-43aca4	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/icomoone836.ttf	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:09:59	2998/2998	---M--	200	added ('OK')	image/png	etag:%2255180e1b-bb6%22	http://savvy.themedelight.com/assets/images/mCustomScrollbar_buttons.png	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/images/mCustomScrollbar_buttons.png	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:10:00	11842/11842	---M--	200	added ('OK')	image/png	etag:%2254f069a3-2e42%22	http://savvy.themedelight.com/uploads/resume/google-logo.png	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/resume/google-logo.png	(from http://savvy.themedelight.com/resume.html)
11:10:02	7970/7970	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-1f22%22	http://savvy.themedelight.com/uploads/resume/stanford-logo.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/resume/stanford-logo.jpg	(from http://savvy.themedelight.com/resume.html)
11:10:05	14437/14437	---M--	200	added ('OK')	image/png	etag:%2254f069a3-3865%22	http://savvy.themedelight.com/uploads/resume/testimonials-tom.png	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/resume/testimonials-tom.png	(from http://savvy.themedelight.com/resume.html)
11:10:06	303599/303599	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Mar%202015%2014:37:15%20GMT	http://savvy.themedelight.com/assets/fonts/icomoon.svg?-43aca4	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/icomoone836.svg	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:10:06	3706/3706	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-e7a%22	http://savvy.themedelight.com/uploads/resume/testimonials-john.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/resume/testimonials-john.jpg	(from http://savvy.themedelight.com/resume.html)
11:10:06	106460/106460	---M--	200	added ('OK')	application/octet-stream	etag:%2255180e1b-19fdc%22	http://savvy.themedelight.com/assets/fonts/icomoon.woff?-43aca4	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/assets/fonts/icomoone836.woff	(from http://savvy.themedelight.com/assets/css/basic-full.css)
11:10:07	4987/4987	---M--	200	added ('OK')	image/png	etag:%2254f069a3-137b%22	http://savvy.themedelight.com/uploads/resume/brown-logo.png	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/resume/brown-logo.png	(from http://savvy.themedelight.com/resume.html)
11:10:07	3742/3742	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-e9e%22	http://savvy.themedelight.com/uploads/resume/testimonials-ramona.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/resume/testimonials-ramona.jpg	(from http://savvy.themedelight.com/resume.html)
11:10:07	6872/6872	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Mar%202015%2014:37:17%20GMT	http://savvy.themedelight.com/portfolio-single.html	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/portfolio-single.html	(from http://savvy.themedelight.com/portfolio.html)
11:10:16	56165/56165	---M--	200	added ('OK')	image/jpeg	etag:%2254ff1982-db65%22	http://savvy.themedelight.com/uploads/portfolio/woman-in-glasses-small.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/woman-in-glasses-small.jpg	(from http://savvy.themedelight.com/portfolio.html)
11:10:18	69020/69020	---M--	200	added ('OK')	image/jpeg	etag:%2254ff1982-10d9c%22	http://savvy.themedelight.com/uploads/portfolio/lolipop-girl-small.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/lolipop-girl-small.jpg	(from http://savvy.themedelight.com/portfolio.html)
11:10:21	69902/69902	---M--	200	added ('OK')	image/jpeg	etag:%2254ff1982-1110e%22	http://savvy.themedelight.com/uploads/portfolio/girl-with-orange-small.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/girl-with-orange-small.jpg	(from http://savvy.themedelight.com/portfolio.html)
11:10:22	14358/14358	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Mar%202015%2014:37:17%20GMT	http://savvy.themedelight.com/blog-single.html	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/blog-single.html	(from http://savvy.themedelight.com/blog.html)
11:10:23	92393/92393	---M--	200	added ('OK')	image/jpeg	etag:%2254ff1982-168e9%22	http://savvy.themedelight.com/uploads/portfolio/bikini-small.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/bikini-small.jpg	(from http://savvy.themedelight.com/portfolio.html)
11:10:23	33064/33064	---M--	200	added ('OK')	image/jpeg	etag:%225502b5e2-8128%22	http://savvy.themedelight.com/uploads/portfolio/model-with-cameras-small.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/model-with-cameras-small.jpg	(from http://savvy.themedelight.com/portfolio.html)
11:10:23	52974/52974	---M--	200	added ('OK')	image/jpeg	etag:%2254ff1982-ceee%22	http://savvy.themedelight.com/uploads/portfolio/smiling-woman-small.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/smiling-woman-small.jpg	(from http://savvy.themedelight.com/portfolio.html)
11:10:28	56673/56673	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-dd61%22	http://savvy.themedelight.com/uploads/blog/desktop.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/desktop.jpg	(from http://savvy.themedelight.com/blog.html)
11:10:30	46682/46682	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-b65a%22	http://savvy.themedelight.com/uploads/blog/autumn-cafe.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/autumn-cafe.jpg	(from http://savvy.themedelight.com/blog.html)
11:10:31	56422/56422	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-dc66%22	http://savvy.themedelight.com/uploads/blog/dried-mandarins.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/dried-mandarins.jpg	(from http://savvy.themedelight.com/blog.html)
11:10:33	177/177	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202017%2010:10:36%20GMT	http://savvy.themedelight.com/cdnjs.cloudflare.com/ajax/libs/jquery-mousewheel/3.1.12/jquery.mousewheel.min.js	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/cdnjs.cloudflare.com/ajax/libs/jquery-mousewheel/3.1.12/jquery.mousewheel.min.js	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:37	39140/39140	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-98e4%22	http://savvy.themedelight.com/uploads/blog/book-reading.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/book-reading.jpg	(from http://savvy.themedelight.com/blog.html)
11:10:38	61029/61029	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-ee65%22	http://savvy.themedelight.com/uploads/blog/drinking-tea.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/drinking-tea.jpg	(from http://savvy.themedelight.com/blog.html)
11:10:38	42806/42806	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-a736%22	http://savvy.themedelight.com/uploads/blog/office-table.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/office-table.jpg	(from http://savvy.themedelight.com/blog.html)
11:10:38	42092/42092	---MC-	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2010:10:36%20GMT	http://apis.google.com/js/plusone.js	C:/Users/nadra/Desktop/cv/cvN/apis.google.com/js/plusone.js	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:42	169/169	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202017%2010:10:44%20GMT	http://widgets.digg.com/buttons.js	C:/Users/nadra/Desktop/cv/cvN/widgets.digg.com/buttons.33.delayed	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:44	115513/115513	---M-Z	200	added ('OK')	application/javascript	etag:%22ad8f36ac28f9891e438924ef7f259b46+gzip%22	http://platform.twitter.com/widgets.js	C:/Users/nadra/Desktop/cv/cvN/platform.twitter.com/widgets.js	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:45	3768/3768	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Oct%202016%2009:31:49%20GMT	http://platform.linkedin.com/in.js	C:/Users/nadra/Desktop/cv/cvN/platform.linkedin.com/in.js	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:47	15301/15301	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2029%20Sep%202014%2018:35:45%20GMT	http://platform.stumbleupon.com/1/widgets.js	C:/Users/nadra/Desktop/cv/cvN/platform.stumbleupon.com/1/widgets.js	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:48	355/355	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202017%2023:33:36%20GMT	http://assets.pinterest.com/js/pinit.js	C:/Users/nadra/Desktop/cv/cvN/assets.pinterest.com/js/pinit.js	(from http://savvy.themedelight.com/assets/js/basic-full.js)
11:10:49	177/177	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202017%2010:10:52%20GMT	http://savvy.themedelight.com/Edge/	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/Edge/index.html	(from http://savvy.themedelight.com/assets/js/Template.js)
11:10:49	177/177	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202017%2010:10:52%20GMT	http://savvy.themedelight.com/Trident/	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/Trident/index.html	(from http://savvy.themedelight.com/assets/js/Template.js)
11:10:52	3941/3941	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-f65%22	http://savvy.themedelight.com/uploads/comments/marinella.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/comments/marinella.jpg	(from http://savvy.themedelight.com/blog-single.html)
11:10:53	3924/3924	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-f54%22	http://savvy.themedelight.com/uploads/comments/ryan.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/comments/ryan.jpg	(from http://savvy.themedelight.com/blog-single.html)
11:10:54	3797/3797	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-ed5%22	http://savvy.themedelight.com/uploads/comments/sarah.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/comments/sarah.jpg	(from http://savvy.themedelight.com/blog-single.html)
11:10:55	80966/80966	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-13c46%22	http://savvy.themedelight.com/uploads/portfolio/woman-in-glasses.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/portfolio/woman-in-glasses.jpg	(from http://savvy.themedelight.com/portfolio-single.html)
11:10:58	119721/119721	---M--	200	added ('OK')	image/jpeg	etag:%2254f069a3-1d3a9%22	http://savvy.themedelight.com/uploads/blog/about-author.jpg	C:/Users/nadra/Desktop/cv/cvN/savvy.themedelight.com/uploads/blog/about-author.jpg	(from http://savvy.themedelight.com/blog-single.html)
